"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Norway (NO)","05.01.2024 23:00 - 06.01.2024 00:00 (CET/CEST)","0","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","795","","2216","20170","n/e","n/e","0","58","n/e","22","n/e","454"
"Norway (NO)","06.01.2024 00:00 - 06.01.2024 01:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","688","","2201","19631","n/e","n/e","0","60","n/e","26","n/e","414"
"Norway (NO)","06.01.2024 01:00 - 06.01.2024 02:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","688","","2174","19362","n/e","n/e","0","59","n/e","23","n/e","359"
"Norway (NO)","06.01.2024 02:00 - 06.01.2024 03:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","675","","2175","18821","n/e","n/e","0","59","n/e","23","n/e","303"
"Norway (NO)","06.01.2024 03:00 - 06.01.2024 04:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","670","","2155","18531","n/e","n/e","0","57","n/e","23","n/e","255"
"Norway (NO)","06.01.2024 04:00 - 06.01.2024 05:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","660","","2157","18265","n/e","n/e","0","60","n/e","24","n/e","254"
"Norway (NO)","06.01.2024 05:00 - 06.01.2024 06:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","621","","2157","18035","n/e","n/e","0","61","n/e","24","n/e","268"
"Norway (NO)","06.01.2024 06:00 - 06.01.2024 07:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","615","","2156","18210","n/e","n/e","0","52","n/e","24","n/e","315"
"Norway (NO)","06.01.2024 07:00 - 06.01.2024 08:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","620","","2165","18817","n/e","n/e","0","50","n/e","25","n/e","345"
"Norway (NO)","06.01.2024 08:00 - 06.01.2024 09:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","645","","2206","19084","n/e","n/e","0","53","n/e","25","n/e","366"
"Norway (NO)","06.01.2024 09:00 - 06.01.2024 10:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","660","","2230","19725","n/e","n/e","0","51","n/e","24","n/e","475"
"Norway (NO)","06.01.2024 10:00 - 06.01.2024 11:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","658","","2232","20525","n/e","n/e","0","56","n/e","23","n/e","543"
"Norway (NO)","06.01.2024 11:00 - 06.01.2024 12:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","755","","2241","21006","n/e","n/e","0","55","n/e","23","n/e","556"
"Norway (NO)","06.01.2024 12:00 - 06.01.2024 13:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","793","","2242","20855","n/e","n/e","0","54","n/e","24","n/e","669"
"Norway (NO)","06.01.2024 13:00 - 06.01.2024 14:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","742","","2245","20594","n/e","n/e","0","56","n/e","23","n/e","690"
"Norway (NO)","06.01.2024 14:00 - 06.01.2024 15:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","660","","2256","20419","n/e","n/e","0","57","n/e","23","n/e","684"
"Norway (NO)","06.01.2024 15:00 - 06.01.2024 16:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","652","","2291","20710","n/e","n/e","0","54","n/e","23","n/e","720"
"Norway (NO)","06.01.2024 16:00 - 06.01.2024 17:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","676","","2287","21329","n/e","n/e","0","56","n/e","24","n/e","648"
"Norway (NO)","06.01.2024 17:00 - 06.01.2024 18:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","799","","2280","21714","n/e","n/e","0","57","n/e","24","n/e","607"
"Norway (NO)","06.01.2024 18:00 - 06.01.2024 19:00 (CET/CEST)","0","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","793","","2297","21361","n/e","n/e","0","59","n/e","25","n/e","609"
"Norway (NO)","06.01.2024 19:00 - 06.01.2024 20:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","731","","2272","20878","n/e","n/e","0","58","n/e","26","n/e","684"
"Norway (NO)","06.01.2024 20:00 - 06.01.2024 21:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","864","","2252","20493","n/e","n/e","0","57","n/e","26","n/e","737"
"Norway (NO)","06.01.2024 21:00 - 06.01.2024 22:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","647","","2225","19760","n/e","n/e","0","56","n/e","28","n/e","756"
"Norway (NO)","06.01.2024 22:00 - 06.01.2024 23:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","643","","2176","18835","n/e","n/e","0","61","n/e","29","n/e","750"
"Norway (NO)","06.01.2024 23:00 - 07.01.2024 00:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","603","","2146","18330","n/e","n/e","0","59","n/e","27","n/e","713"
"Norway (NO)","07.01.2024 00:00 - 07.01.2024 01:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","709","","2135","19171","n/e","n/e","0","59","n/e","27","n/e","707"
"Norway (NO)","07.01.2024 01:00 - 07.01.2024 02:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","782","","2120","19046","n/e","n/e","0","61","n/e","26","n/e","644"
"Norway (NO)","07.01.2024 02:00 - 07.01.2024 03:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","698","","2131","18218","n/e","n/e","0","61","n/e","26","n/e","514"
"Norway (NO)","07.01.2024 03:00 - 07.01.2024 04:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","652","","2123","17675","n/e","n/e","0","60","n/e","26","n/e","506"
"Norway (NO)","07.01.2024 04:00 - 07.01.2024 05:00 (CET/CEST)","0","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","640","","2108","17502","n/e","n/e","0","61","n/e","26","n/e","435"
"Norway (NO)","07.01.2024 05:00 - 07.01.2024 06:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","634","","2105","17322","n/e","n/e","0","63","n/e","26","n/e","447"
"Norway (NO)","07.01.2024 06:00 - 07.01.2024 07:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","647","","2106","17374","n/e","n/e","0","59","n/e","28","n/e","560"
"Norway (NO)","07.01.2024 07:00 - 07.01.2024 08:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","714","","2101","17966","n/e","n/e","0","55","n/e","31","n/e","552"
"Norway (NO)","07.01.2024 08:00 - 07.01.2024 09:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","800","","2129","18152","n/e","n/e","0","51","n/e","28","n/e","665"
"Norway (NO)","07.01.2024 09:00 - 07.01.2024 10:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","812","","2150","19030","n/e","n/e","0","50","n/e","28","n/e","787"
"Norway (NO)","07.01.2024 10:00 - 07.01.2024 11:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","847","","2174","20179","n/e","n/e","0","52","n/e","29","n/e","829"
"Norway (NO)","07.01.2024 11:00 - 07.01.2024 12:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","925","","2171","20316","n/e","n/e","0","54","n/e","29","n/e","844"
"Norway (NO)","07.01.2024 12:00 - 07.01.2024 13:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","830","","2202","19690","n/e","n/e","0","52","n/e","24","n/e","888"
"Norway (NO)","07.01.2024 13:00 - 07.01.2024 14:00 (CET/CEST)","0","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","828","","2156","19345","n/e","n/e","0","54","n/e","24","n/e","994"
"Norway (NO)","07.01.2024 14:00 - 07.01.2024 15:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","829","","2145","18862","n/e","n/e","0","55","n/e","24","n/e","1068"
"Norway (NO)","07.01.2024 15:00 - 07.01.2024 16:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","825","","2149","18921","n/e","n/e","0","53","n/e","23","n/e","1189"
"Norway (NO)","07.01.2024 16:00 - 07.01.2024 17:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","812","","2167","18991","n/e","n/e","0","53","n/e","23","n/e","1344"
"Norway (NO)","07.01.2024 17:00 - 07.01.2024 18:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","955","","2196","19448","n/e","n/e","0","54","n/e","23","n/e","1518"
"Norway (NO)","07.01.2024 18:00 - 07.01.2024 19:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","954","","2206","19254","n/e","n/e","0","54","n/e","23","n/e","1732"
"Norway (NO)","07.01.2024 19:00 - 07.01.2024 20:00 (CET/CEST)","0","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","949","","2198","19003","n/e","n/e","0","55","n/e","23","n/e","1876"
"Norway (NO)","07.01.2024 20:00 - 07.01.2024 21:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","903","","2146","19137","n/e","n/e","0","57","n/e","23","n/e","2032"
"Norway (NO)","07.01.2024 21:00 - 07.01.2024 22:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","906","","2149","18913","n/e","n/e","0","56","n/e","22","n/e","2069"
"Norway (NO)","07.01.2024 22:00 - 07.01.2024 23:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","860","","2138","18665","n/e","n/e","0","55","n/e","22","n/e","2083"
"Norway (NO)","07.01.2024 23:00 - 08.01.2024 00:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","776","","2104","17658","n/e","n/e","0","57","n/e","22","n/e","2019"
"Norway (NO)","08.01.2024 00:00 - 08.01.2024 01:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","787","","2093","16970","n/e","n/e","0","60","n/e","22","n/e","1846"
"Norway (NO)","08.01.2024 01:00 - 08.01.2024 02:00 (CET/CEST)","0","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","779","","2083","16307","n/e","n/e","0","57","n/e","20","n/e","1681"
"Norway (NO)","08.01.2024 02:00 - 08.01.2024 03:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","671","","2065","15973","n/e","n/e","0","55","n/e","22","n/e","1478"
"Norway (NO)","08.01.2024 03:00 - 08.01.2024 04:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","670","","2071","16126","n/e","n/e","0","57","n/e","23","n/e","1319"
"Norway (NO)","08.01.2024 04:00 - 08.01.2024 05:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","659","","2078","15908","n/e","n/e","0","59","n/e","22","n/e","1300"
"Norway (NO)","08.01.2024 05:00 - 08.01.2024 06:00 (CET/CEST)","0","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","660","","2124","16428","n/e","n/e","0","57","n/e","19","n/e","1407"
"Norway (NO)","08.01.2024 06:00 - 08.01.2024 07:00 (CET/CEST)","0","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","835","","2170","18196","n/e","n/e","0","58","n/e","18","n/e","1580"
"Norway (NO)","08.01.2024 07:00 - 08.01.2024 08:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","924","","2252","19057","n/e","n/e","0","57","n/e","20","n/e","1702"
"Norway (NO)","08.01.2024 08:00 - 08.01.2024 09:00 (CET/CEST)","0","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","921","","2300","18754","n/e","n/e","0","59","n/e","20","n/e","1925"
"Norway (NO)","08.01.2024 09:00 - 08.01.2024 10:00 (CET/CEST)","0","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","935","","2278","18455","n/e","n/e","0","57","n/e","19","n/e","2120"
"Norway (NO)","08.01.2024 10:00 - 08.01.2024 11:00 (CET/CEST)","0","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","942","","2248","18880","n/e","n/e","0","55","n/e","20","n/e","2158"
"Norway (NO)","08.01.2024 11:00 - 08.01.2024 12:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","939","","2181","18286","n/e","n/e","0","57","n/e","22","n/e","2126"
"Norway (NO)","08.01.2024 12:00 - 08.01.2024 13:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","793","","2179","17937","n/e","n/e","0","53","n/e","20","n/e","2075"
"Norway (NO)","08.01.2024 13:00 - 08.01.2024 14:00 (CET/CEST)","0","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","781","","2180","17916","n/e","n/e","0","58","n/e","19","n/e","2120"
"Norway (NO)","08.01.2024 14:00 - 08.01.2024 15:00 (CET/CEST)","0","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","783","","2187","17543","n/e","n/e","0","57","n/e","19","n/e","2336"
"Norway (NO)","08.01.2024 15:00 - 08.01.2024 16:00 (CET/CEST)","0","n/e","n/e","206","n/e","n/e","n/e","n/e","n/e","785","","2240","17134","n/e","n/e","0","57","n/e","19","n/e","2439"
"Norway (NO)","08.01.2024 16:00 - 08.01.2024 17:00 (CET/CEST)","0","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","787","","2228","17054","n/e","n/e","0","57","n/e","19","n/e","2375"
"Norway (NO)","08.01.2024 17:00 - 08.01.2024 18:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","817","","2245","17647","n/e","n/e","0","55","n/e","18","n/e","2382"
"Norway (NO)","08.01.2024 18:00 - 08.01.2024 19:00 (CET/CEST)","0","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","878","","2222","17957","n/e","n/e","0","55","n/e","16","n/e","2317"
"Norway (NO)","08.01.2024 19:00 - 08.01.2024 20:00 (CET/CEST)","0","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","877","","2231","17549","n/e","n/e","0","59","n/e","18","n/e","2374"
"Norway (NO)","08.01.2024 20:00 - 08.01.2024 21:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","902","","2194","17247","n/e","n/e","0","59","n/e","18","n/e","2429"
"Norway (NO)","08.01.2024 21:00 - 08.01.2024 22:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","903","","2187","17183","n/e","n/e","0","59","n/e","20","n/e","2487"
"Norway (NO)","08.01.2024 22:00 - 08.01.2024 23:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","889","","2168","16800","n/e","n/e","0","57","n/e","21","n/e","2450"
"Norway (NO)","08.01.2024 23:00 - 09.01.2024 00:00 (CET/CEST)","0","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","782","","2157","15813","n/e","n/e","0","56","n/e","22","n/e","2659"
"Norway (NO)","09.01.2024 00:00 - 09.01.2024 01:00 (CET/CEST)","0","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","771","","2172","15413","n/e","n/e","0","57","n/e","24","n/e","2775"
"Norway (NO)","09.01.2024 01:00 - 09.01.2024 02:00 (CET/CEST)","0","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","769","","2161","15344","n/e","n/e","0","57","n/e","22","n/e","2812"
"Norway (NO)","09.01.2024 02:00 - 09.01.2024 03:00 (CET/CEST)","0","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","764","","2167","14796","n/e","n/e","0","57","n/e","23","n/e","2713"
"Norway (NO)","09.01.2024 03:00 - 09.01.2024 04:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","764","","2156","14637","n/e","n/e","0","59","n/e","25","n/e","2598"
"Norway (NO)","09.01.2024 04:00 - 09.01.2024 05:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","767","","2160","15018","n/e","n/e","0","58","n/e","28","n/e","2562"
"Norway (NO)","09.01.2024 05:00 - 09.01.2024 06:00 (CET/CEST)","0","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","771","","2184","15610","n/e","n/e","0","58","n/e","29","n/e","2603"
"Norway (NO)","09.01.2024 06:00 - 09.01.2024 07:00 (CET/CEST)","0","n/e","n/e","207","n/e","n/e","n/e","n/e","n/e","844","","2189","16604","n/e","n/e","0","58","n/e","31","n/e","2859"
"Norway (NO)","09.01.2024 07:00 - 09.01.2024 08:00 (CET/CEST)","0","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","926","","2293","17422","n/e","n/e","0","58","n/e","28","n/e","2880"
"Norway (NO)","09.01.2024 08:00 - 09.01.2024 09:00 (CET/CEST)","0","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","951","","2328","17985","n/e","n/e","0","57","n/e","29","n/e","2736"
"Norway (NO)","09.01.2024 09:00 - 09.01.2024 10:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","954","","2313","18052","n/e","n/e","0","56","n/e","29","n/e","2586"
"Norway (NO)","09.01.2024 10:00 - 09.01.2024 11:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","954","","2300","17935","n/e","n/e","0","55","n/e","28","n/e","2443"
"Norway (NO)","09.01.2024 11:00 - 09.01.2024 12:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","947","","2250","17668","n/e","n/e","0","56","n/e","29","n/e","2547"
"Norway (NO)","09.01.2024 12:00 - 09.01.2024 13:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","801","","2268","16821","n/e","n/e","0","61","n/e","29","n/e","2524"
"Norway (NO)","09.01.2024 13:00 - 09.01.2024 14:00 (CET/CEST)","0","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","788","","2269","17004","n/e","n/e","0","61","n/e","29","n/e","2465"
"Norway (NO)","09.01.2024 14:00 - 09.01.2024 15:00 (CET/CEST)","0","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","790","","2267","17525","n/e","n/e","0","47","n/e","33","n/e","2460"
"Norway (NO)","09.01.2024 15:00 - 09.01.2024 16:00 (CET/CEST)","0","n/e","n/e","206","n/e","n/e","n/e","n/e","n/e","808","","2277","17892","n/e","n/e","0","48","n/e","35","n/e","2414"
"Norway (NO)","09.01.2024 16:00 - 09.01.2024 17:00 (CET/CEST)","0","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","817","","2285","18490","n/e","n/e","0","47","n/e","37","n/e","2380"
"Norway (NO)","09.01.2024 17:00 - 09.01.2024 18:00 (CET/CEST)","0","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","815","","2324","18246","n/e","n/e","0","54","n/e","33","n/e","2418"
"Norway (NO)","09.01.2024 18:00 - 09.01.2024 19:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","814","","2307","17869","n/e","n/e","0","56","n/e","32","n/e","2422"
"Norway (NO)","09.01.2024 19:00 - 09.01.2024 20:00 (CET/CEST)","0","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","828","","2303","18005","n/e","n/e","0","55","n/e","36","n/e","2372"
"Norway (NO)","09.01.2024 20:00 - 09.01.2024 21:00 (CET/CEST)","0","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","806","","2256","17326","n/e","n/e","0","57","n/e","33","n/e","2328"
"Norway (NO)","09.01.2024 21:00 - 09.01.2024 22:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","785","","2241","17445","n/e","n/e","0","55","n/e","37","n/e","2249"
"Norway (NO)","09.01.2024 22:00 - 09.01.2024 23:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","760","","2217","17139","n/e","n/e","0","55","n/e","37","n/e","2242"
"Norway (NO)","09.01.2024 23:00 - 10.01.2024 00:00 (CET/CEST)","0","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","756","","2222","16616","n/e","n/e","0","56","n/e","33","n/e","2163"
"Norway (NO)","10.01.2024 00:00 - 10.01.2024 01:00 (CET/CEST)","0","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","636","","2247","16328","n/e","n/e","0","57","n/e","29","n/e","2186"
"Norway (NO)","10.01.2024 01:00 - 10.01.2024 02:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","633","","2234","15992","n/e","n/e","0","58","n/e","28","n/e","2286"
"Norway (NO)","10.01.2024 02:00 - 10.01.2024 03:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","634","","2246","15972","n/e","n/e","0","58","n/e","28","n/e","2351"
"Norway (NO)","10.01.2024 03:00 - 10.01.2024 04:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","629","","2254","15432","n/e","n/e","0","57","n/e","28","n/e","2275"
"Norway (NO)","10.01.2024 04:00 - 10.01.2024 05:00 (CET/CEST)","0","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","631","","2264","15213","n/e","n/e","0","57","n/e","28","n/e","2210"
"Norway (NO)","10.01.2024 05:00 - 10.01.2024 06:00 (CET/CEST)","0","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","605","","2264","15257","n/e","n/e","0","57","n/e","29","n/e","2010"
"Norway (NO)","10.01.2024 06:00 - 10.01.2024 07:00 (CET/CEST)","0","n/e","n/e","206","n/e","n/e","n/e","n/e","n/e","696","","2295","15854","n/e","n/e","0","56","n/e","30","n/e","2059"
"Norway (NO)","10.01.2024 07:00 - 10.01.2024 08:00 (CET/CEST)","0","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","872","","2364","17575","n/e","n/e","0","56","n/e","29","n/e","2043"
"Norway (NO)","10.01.2024 08:00 - 10.01.2024 09:00 (CET/CEST)","0","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","927","","2356","17666","n/e","n/e","0","55","n/e","28","n/e","2208"
"Norway (NO)","10.01.2024 09:00 - 10.01.2024 10:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","943","","2357","17738","n/e","n/e","0","54","n/e","28","n/e","2122"
"Norway (NO)","10.01.2024 10:00 - 10.01.2024 11:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","944","","2358","17553","n/e","n/e","0","58","n/e","29","n/e","2251"
"Norway (NO)","10.01.2024 11:00 - 10.01.2024 12:00 (CET/CEST)","0","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","942","","2281","17217","n/e","n/e","0","57","n/e","28","n/e","2334"
"Norway (NO)","10.01.2024 12:00 - 10.01.2024 13:00 (CET/CEST)","0","n/e","n/e","202","n/e","n/e","n/e","n/e","n/e","923","","2277","17106","n/e","n/e","0","56","n/e","29","n/e","2570"
"Norway (NO)","10.01.2024 13:00 - 10.01.2024 14:00 (CET/CEST)","0","n/e","n/e","206","n/e","n/e","n/e","n/e","n/e","856","","2279","16491","n/e","n/e","0","55","n/e","28","n/e","2865"
"Norway (NO)","10.01.2024 14:00 - 10.01.2024 15:00 (CET/CEST)","0","n/e","n/e","209","n/e","n/e","n/e","n/e","n/e","852","","2304","16974","n/e","n/e","0","55","n/e","29","n/e","3094"
"Norway (NO)","10.01.2024 15:00 - 10.01.2024 16:00 (CET/CEST)","0","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","900","","2306","17358","n/e","n/e","0","56","n/e","30","n/e","3130"
"Norway (NO)","10.01.2024 16:00 - 10.01.2024 17:00 (CET/CEST)","0","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","929","","2370","17573","n/e","n/e","0","57","n/e","32","n/e","3105"
"Norway (NO)","10.01.2024 17:00 - 10.01.2024 18:00 (CET/CEST)","0","n/e","n/e","206","n/e","n/e","n/e","n/e","n/e","929","","2407","17371","n/e","n/e","0","55","n/e","29","n/e","3273"
"Norway (NO)","10.01.2024 18:00 - 10.01.2024 19:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","931","","2410","17413","n/e","n/e","0","59","n/e","29","n/e","3111"
"Norway (NO)","10.01.2024 19:00 - 10.01.2024 20:00 (CET/CEST)","0","n/e","n/e","208","n/e","n/e","n/e","n/e","n/e","897","","2402","17807","n/e","n/e","0","57","n/e","31","n/e","2864"
"Norway (NO)","10.01.2024 20:00 - 10.01.2024 21:00 (CET/CEST)","0","n/e","n/e","204","n/e","n/e","n/e","n/e","n/e","916","","2357","17734","n/e","n/e","0","57","n/e","33","n/e","2743"
"Norway (NO)","10.01.2024 21:00 - 10.01.2024 22:00 (CET/CEST)","0","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","930","","2342","17232","n/e","n/e","0","56","n/e","32","n/e","2666"
"Norway (NO)","10.01.2024 22:00 - 10.01.2024 23:00 (CET/CEST)","0","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","894","","2319","16403","n/e","n/e","0","57","n/e","35","n/e","2507"
"Norway (NO)","10.01.2024 23:00 - 11.01.2024 00:00 (CET/CEST)","0","n/e","n/e","205","n/e","n/e","n/e","n/e","n/e","732","","2293","15841","n/e","n/e","0","56","n/e","34","n/e","2412"
"Norway (NO)","11.01.2024 00:00 - 11.01.2024 01:00 (CET/CEST)","0","n/e","n/e","203","n/e","n/e","n/e","n/e","n/e","753","","2294","14969","n/e","n/e","0","60","n/e","31","n/e","2385"
